0,1,2,3
-470640.4649483141,-464119.50589828275,-450673.70144074113,-629146.4162186681
-508343.0888780548,-323284.822654832,-424639.9600674042,-624191.3244201123
-517790.3106890384,-400094.4599346093,-438314.7326179863,-332522.38846615417
-548746.3082628693,-395417.78782394563,-615030.6436252231,-530663.6462661587
-585725.8846991467,-400041.2851150237,-357232.46268218814,-320388.9625663392
-434331.3255851313,-533249.3730876382,-650160.2666553503,-466180.86975605396
-487274.31102802895,-553112.6651426743,-605273.20698476,-535552.022744569
-577855.0440543882,-314396.5506721539,-446211.93269505445,-428169.421012892
-417294.93414141325,-559471.5117167304,-444026.73637289385,-382763.0657063505
-497212.0571766234,-721857.2628228819,-615572.2013256405,-351720.6980593364
-345886.3316527296,-566747.50097129,-386180.57570448844,-458354.31995184615
-498339.2476656714,-311175.04232298135,-336561.1963134082,-820914.4979281257
-362122.0785118879,-467968.5855968572,-266513.00439540506,-487035.1676342792
-587261.4467854999,-484427.5213476358,-523666.50815795857,-365742.7965135596
-439771.50208265707,-578519.0695281826,-391697.4653200649,-498754.00968048285
-534864.6813377164,-457080.4431810969,-482462.93131449574,-385659.5992511491
-437338.470941047,-651128.2053566086,-393381.4899003685,-613094.6141726624
-858468.4064995174,-408444.69981289393,-322526.05939806,-471503.1307545014
-530443.1445500813,-384398.79690889537,-400581.7392053988,-332730.6124405598
-847854.9253762146,-308128.5475972977,-594215.5304789573,-740734.6413252478
-286212.181686753,-269889.7262795754,-304205.1087907253,-470550.4686060877
-363185.5417733116,-538079.3365329534,-391049.14099658234,-291195.4925479724
-317026.2118474917,-543268.1310696482,-514039.5375778593,-578332.186867458
-683413.6618367189,-432426.3934440169,-518342.84746273124,-411561.55718600936
-544976.5295258398,-406900.09928896115,-567616.9796798191,-334689.260539906
-625410.9546125942,-362025.6835741707,-483027.08687036415,-739448.2274483553
-514252.2943105561,-627557.4901658214,-427391.8052905729,-614053.965101114
-449142.6230715796,-561366.9664395292,-370494.27123003337,-529750.0187152722
-409414.9448858551,-278145.2829274924,-653530.8610968984,-437161.60684788396
-609746.6765437094,-344459.4888689053,-635446.7167704295,-421945.3512636583
-460353.59109613346,-535552.2092976947,-374937.3033573081,-615822.6396721818
-454526.7937221746,-529812.9549296222,-557890.1282510817,-570324.548038424
-465300.4455845716,-285782.82120965084,-370708.75800225517,-364054.61109510117
-578314.7832492375,-493483.76807661995,-355602.9858846859,-591618.2747338807
-390508.15353548084,-337457.16162768466,-527737.2688311184,-380839.4860954871
-452139.0379337867,-576199.2967515956,-267599.6616938048,-422670.08032004524
-776339.0002312368,-733779.7387990153,-356147.6523323665,-356838.45910715073
-458327.98595735803,-474062.23148846417,-617242.6067368916,-430920.23777598405
-604746.6729090628,-400692.51647869544,-414833.4261715083,-432038.33250345325
